# name	objID	ra	dec	type	cModelMag_u	cModelMag_g	cModelMag_r	cModelMag_i	cModelMag_z	fracDeV_u	fracDeV_g	fracDeV_r	fracDeV_i	fracDeV_z	extinction_u	extinction_g	extinction_r	extinction_i	extinction_z
8320-711	1.23766791006493E+018	206.12919563	22.24801841	STAR	16.829977	15.842505	15.519416	15.417068	15.372681	1	0	0.984062	0	0	0.07613	0.056016	0.040627	0.030807	0.021842
8312-711	1.23765932656552E+018	246.09704281	40.9831191	STAR	17.520292	16.550699	16.204168	16.079887	16.037083	1	1	1	1	1	0.040331	0.029675	0.021523	0.01632	0.011571
8550-711	1.23765933031594E+018	248.06985716	38.19308679	STAR	17.631865	16.715343	16.447729	16.359417	16.352736	1	1	1	1	1	0.054246	0.039914	0.028949	0.021951	0.015564
8335-711	1.23766185148016E+018	218.04664494	40.42412076	STAR	17.68788	16.687937	16.397375	16.26618	16.242136	0	0.632977	1	0	1	0.068144	0.05014	0.036366	0.027575	0.019551
8606-711	1.23765547450814E+018	254.6366974	35.49141802	STAR	16.467552	15.548588	15.293137	15.183968	15.183055	0	0.991679	0	0	1	0.083174	0.061198	0.044386	0.033657	0.023863
7957-711	1.23765550403492E+018	256.91792384	34.95960634	STAR	17.409931	16.454208	16.097755	15.947394	15.889208	1	1	0	1	1	0.164904	0.121334	0.088002	0.066729	0.047312
8313-711	1.23766138761504E+018	242.25209925	40.72338414	STAR	16.242491	15.341071	15.039434	14.923265	14.891693	0	0	0	0.997514	0.786298	0.055989	0.041196	0.029879	0.022656	0.016063
7962-711	1.23765124991458E+018	260.37570861	26.56721361	STAR	17.754608	16.83316	16.566914	16.477922	16.455654	0	1	1	1	0	0.213457	0.15706	0.113913	0.086377	0.061242
8330-711	1.23766222514782E+018	204.34911397	38.41624656	STAR	17.19055	16.250498	16.007238	15.913332	15.909095	0	0	1	1	1	0.033335	0.024527	0.017789	0.013489	0.009563916
8315-711	1.23766250000522E+018	237.59754813	38.44614325	STAR	16.815918	15.92211	15.666488	15.551571	15.5198	1	1	1	0	0	0.074324	0.054687	0.039664	0.030076	0.021324
8604-711	1.23765932602976E+018	247.88596993	38.88144517	STAR	16.541935	15.607075	15.309044	15.226066	15.201635	1	0	0	0	1	0.039755	0.029251	0.021215	0.016087	0.011406
8332-711	1.23766185040367E+018	209.74893625	41.66264778	STAR	17.637463	16.703524	16.500427	16.424297	16.395302	1	1	0	0	1	0.05043	0.037106	0.026912	0.020407	0.014469
7992-711	1.23765121282251E+018	256.38786846	62.16945348	STAR	17.423067	16.445827	16.143253	16.012871	15.951447	1	1	1	1	1	0.225215	0.165711	0.120188	0.091135	0.064616
8603-711	1.23765933031594E+018	248.06985716	38.19308679	STAR	17.631865	16.715343	16.447729	16.359417	16.352736	1	1	1	1	1	0.054246	0.039914	0.028949	0.021951	0.015564
8601-711	1.23765537411092E+018	249.70660013	39.37095109	STAR	16.526245	15.682131	15.389637	15.272338	15.229858	0	1	0.086272	0	0	0.053336	0.039244	0.028463	0.021583	0.015302
7960-711	1.23765495267413E+018	259.44345369	31.12163651	STAR	16.331537	15.393305	15.145242	15.049709	15.037559	0	0	0	0	0	0.160824	0.118333	0.085825	0.065078	0.046141
8655-711	1.23766378365905E+018	356.58655085	-0.36722132	STAR	17.272409	16.270634	15.949777	15.819411	15.785946	0	0	0	1	0	0.246958	0.181709	0.131791	0.099933	0.070854
8623-711	1.23765656918491E+018	310.52393564	0.4419842	STAR	16.969296	16.001501	15.62931	15.470772	15.404142	0	1	0	1	1	0.415499	0.30572	0.221734	0.168134	0.119209
8037-711	1.23766097796747E+018	38.5501926	46.336809	STAR	17.20772	16.124983	15.682631	15.503019	15.444621	0	1	1	1	1	0.616819	0.453849	0.329169	0.249599	0.176969
8111-711	1.23767200422409E+018	292.39608161	36.89926981	STAR	16.483381	15.147516	14.805605	14.702902	14.64921	0	0	0	0	0	0.757713	0.557518	0.404359	0.306613	0.217392
7996-711	1.23767202623999E+018	323.30950469	50.65875844	STAR	13.925293	14.579091	14.706301	14.840809	12.534273	0.736666	0.815179	0.791688	0.678693	0.905566	9.337555	6.870484	4.983048	3.778494	2.679
8662-711	1.23767925306137E+018	35.68980485	-5.33365326	STAR	16.432495	15.430608	15.2096	15.112231	15.134492	0	1	1	0	1	0.121835	0.089645	0.065018	0.049301	0.034955
8156-711	1.23766323766788E+018	56.1877857	-0.8094319	STAR	18.119375	17.033426	16.610756	16.418137	16.344746	1	0	1	0	1	0.583606	0.429411	0.311445	0.236159	0.16744
8567-711	1.23765127403215E+018	121.38964376	48.60818297	STAR	17.229029	16.259563	15.982464	15.881665	15.849813	0	1	1	1	1	0.197164	0.145072	0.105218	0.079784	0.056568
8077-711	1.23766378367871E+018	41.52864667	-0.22201356	STAR	17.701731	16.769625	16.394348	16.261446	16.190144	1	1	0	1	1	0.16327	0.120133	0.08713	0.066068	0.046843
8078-711	1.23765758495103E+018	42.13673056	-0.86787294	STAR	17.857414	16.824373	16.506359	16.366327	16.340553	0	1	1	0	0	0.271658	0.199883	0.144972	0.109928	0.07794
8086-711	1.23766323713121E+018	56.6713712	-1.18028902	STAR	18.812637	17.662443	17.192924	16.995735	16.90452	0	0	1	1	1	0.842934	0.620223	0.449837	0.341098	0.241843
8566-711	1.23767370450469E+018	116.04398479	40.56946889	STAR	18.066889	17.092615	16.703171	16.553186	16.516603	0	0	1	0	0	0.259871	0.19121	0.138682	0.105158	0.074558
8155-711	1.23766323820383E+018	54.08331989	-0.37182636	STAR	19.119225	18.113722	17.739697	17.567181	17.488686	0	1	0	0	1	0.640361	0.471171	0.341733	0.259126	0.183723
8678-711	1.23767202570581E+018	328.88488654	45.66879894	STAR	15.967431	14.586197	14.049516	13.854901	13.763614	0	1	1	0	0.836524	1.701056	1.251621	0.90778	0.688342	0.488043
8660-711	1.23767378234101E+018	25.80721675	-17.94570149	STAR	17.573219	16.638407	16.266865	16.131889	16.086195	1	1	1	1	1	0.082109	0.060415	0.043818	0.033226	0.023558
8696-711	1.23767194035185E+018	307.99231709	58.79578266	STAR	16.658636	14.977551	14.233971	15.40436	13.786199	1	1	0	1	1	3.198285	2.353268	1.706786	1.294204	0.917607
8147-711	1.23765762843102E+018	118.0020198	26.00728591	STAR	18.402227	17.446121	17.10877	16.995934	16.929665	0	1	1	0	0	0.202537	0.149025	0.108085	0.081958	0.058109
8146-711	1.23765763057916E+018	117.76437378	28.27311987	STAR	17.142977	16.191565	15.914095	15.822411	15.806004	1	0.926414	0.605431	0.869501	1	0.180508	0.132816	0.096329	0.073044	0.051789
8728-711	1.2376499624592E+018	59.25861095	-6.05153564	STAR	17.889559	16.902088	16.54285	16.373661	16.299448	0	0.812644	0.849721	0.577818	0	0.504174	0.370967	0.269056	0.204017	0.144651
8145-711	1.23765777553431E+018	117.39510102	26.81687219	STAR	16.844061	15.832201	15.5032	15.38126	15.344147	1	1	0.512823	0	0	0.169461	0.124688	0.090434	0.068573	0.048619
8149-711	1.23765819160815E+018	120.69796413	26.84616508	STAR	18.519995	17.503923	17.205927	17.102238	17.039688	0	0	1	1	1	0.192924	0.141952	0.102955	0.078068	0.055351
8713-711	1.23765119081369E+018	116.97040132	38.10776422	STAR	17.931025	16.918127	16.594816	16.464638	16.43104	1	0	1	0	1	0.231766	0.170531	0.123683	0.093785	0.066495
8084-711	1.23766323712911E+018	51.82442463	-1.07834488	STAR	18.846962	17.77	17.350924	17.189428	17.096107	0	0	0	0	1	0.539617	0.397045	0.28797	0.218359	0.154819
8726-711	1.23766034392377E+018	117.41785724	22.67624281	STAR	17.587992	16.634445	16.283005	16.160019	16.095699	1	0	0	0	0	0.310103	0.228171	0.165489	0.125485	0.08897
8773-711	1.23764658716823E+018	69.3691693	0.3208267	STAR	16.615995	15.594042	15.262935	15.13098	15.102044	0	1	1	1	0.966472	0.277923	0.204493	0.148316	0.112463	0.079738
8679-711	1.23767202678217E+018	334.78523597	41.40984257	STAR	15.616714	14.381464	15.831322	13.724339	13.653827	1	0.703303	0.553438	0.863371	1	0.952182	0.700607	0.508138	0.385306	0.273187
8776-711	1.23767332654455E+018	67.18857782	18.12526878	STAR	17.108564	15.459392	14.991888	14.783452	14.657206	0	1	0	0	0	2.871653	2.112935	1.532477	1.162031	0.823894
8778-711	1.2376607524809E+018	64.49744852	23.60080301	STAR	17.166758	15.651486	15.050806	14.769289	14.613966	1	0	0	0	0	2.353228	1.731483	1.255816	0.952247	0.675155
8779-711	1.2376607524809E+018	64.49744852	23.60080301	STAR	17.166758	15.651486	15.050806	14.769289	14.613966	1	0	0	0	0	2.353228	1.731483	1.255816	0.952247	0.675155
8777-711	1.23767332654455E+018	67.18857782	18.12526878	STAR	17.108564	15.459392	14.991888	14.783452	14.657206	0	1	0	0	0	2.871653	2.112935	1.532477	1.162031	0.823894
8099-711	1.23766512799069E+018	142.12814655	26.73141858	STAR	17.673283	16.683432	16.379532	16.277586	16.229641	1	0	0	0	1	0.122906	0.090433	0.065589	0.049734	0.035262
8100-711	1.23766512799069E+018	142.12814655	26.73141858	STAR	17.673283	16.683432	16.379532	16.277586	16.229641	1	0	0	0	1	0.122906	0.090433	0.065589	0.049734	0.035262
8719-711	1.23765125201953E+018	123.1874788	46.63929757	STAR	17.908411	16.97016	16.695021	16.572489	16.522789	0	1	1	0	1	0.251568	0.185101	0.134251	0.101798	0.072176
8461-711	1.23765787433081E+018	145.26799885	42.74629808	STAR	16.812574	15.900706	15.649672	15.579627	15.547961	1	0	0.703927	0	1	0.060045	0.04418	0.032043	0.024298	0.017227
8718-711	1.23765125148135E+018	121.17130774	43.84668826	STAR	18.314978	17.361235	17.105223	16.997557	16.989254	1	0	0	1	0	0.275011	0.202351	0.146762	0.111285	0.078902
8721-711	1.2376512509509E+018	136.65437357	54.68917977	STAR	17.4643	16.468834	16.174814	16.042713	16.022221	1	0	1	1	1	0.090922	0.066899	0.048521	0.036792	0.026086
8725-711	1.23765438573222E+018	128.6180721	45.79302759	STAR	17.810984	16.956633	16.670361	16.542112	16.499039	1	1	1	1	1	0.131777	0.09696	0.070324	0.053324	0.037808
8458-711	1.23765787540593E+018	148.48392341	44.8820762	STAR	18.005926	17.05302	16.750353	16.642847	16.635479	1	1	1	1	0	0.046729	0.034383	0.024937	0.018909	0.013407
10001-711	1.23765127188991E+018	136.32515836	56.84638459	STAR	17.830124	16.857019	16.577812	16.470798	16.436462	1	1	0	1	0	0.12133	0.089274	0.064749	0.049097	0.03481
8456-711	1.23765820503858E+018	152.1944245	45.39681174	STAR	17.78581	16.873518	16.621578	16.524055	16.535774	1	1	0	1	0	0.054042	0.039764	0.02884	0.021869	0.015505
8715-711	1.23766353025781E+018	121.60819377	50.24542633	STAR	18.171028	17.166468	16.840548	16.713755	16.675508	1	1	1	1	1	0.237428	0.174698	0.126705	0.096077	0.06812
8813-711	1.23766721104812E+018	139.5225506	21.71722281	STAR	16.639727	15.495224	15.13311	14.995446	14.975967	0	0	0	0	0	0.218731	0.16094	0.116727	0.088511	0.062755
8801-711	1.23766862569433E+018	178.98994833	18.62030378	STAR	16.967674	15.84604	15.75241	15.328729	15.283477	0	0	1	0	0	0.172769	0.127122	0.092199	0.069912	0.049569
8795-711	1.23764872067062E+018	126.95379644	-0.4958229	STAR	16.369314	15.244834	14.934258	14.839876	14.841676	0	0	0	0	1	0.241571	0.177746	0.128916	0.097753	0.069308
8889-711	1.23766742902827E+018	160.52225892	24.33427776	STAR	16.794231	15.731887	15.388321	15.261479	15.21916	1	1	0.982855	1	1	0.181292	0.133393	0.096748	0.073361	0.052014
8455-711	1.23766113849816E+018	157.21418457	39.33206821	STAR	18.80621	17.879137	17.548424	17.43997	17.391977	1	0	0	1	0	0.060411	0.04445	0.032238	0.024445	0.017332
8568-711	1.23766222513131E+018	156.25155142	36.54567131	STAR	17.738306	16.871466	16.634071	16.571497	16.543661	0	1	0	1	1	0.046216	0.034006	0.024664	0.018702	0.01326
8462-711	1.23766113903051E+018	144.8070298	35.86563125	STAR	16.705313	15.779655	15.530119	15.454409	15.452322	1	0	0	1	0	0.068918	0.050709	0.036779	0.027888	0.019773
8255-711	1.23766063438745E+018	165.19163097	44.72828667	STAR	17.753817	16.842325	16.577646	16.476013	16.461891	0	0	0	0	0	0.042778	0.031476	0.022829	0.017311	0.012273
8449-711	1.23766773503944E+018	169.49487629	21.64382017	STAR	17.31284	16.356297	15.952131	15.8184	15.813209	1	1	0	1	0	0.089978	0.066205	0.048017	0.03641	0.025815
8338-711	1.23766778390374E+018	173.22085391	22.95226832	STAR	17.610037	16.625875	16.294289	16.188295	16.159086	0	0	1	0	1	0.098807	0.072702	0.052729	0.039983	0.028348
8262-711	1.23766219560039E+018	185.47023686	43.26775095	STAR	16.921467	16.06319	15.733121	15.620999	15.575443	0	1	0.913775	1	1	0.075289	0.055397	0.040178	0.030466	0.021601
8450-711	1.23766773450369E+018	172.19374624	21.55187228	STAR	16.440638	15.566449	15.326829	15.265801	15.266028	0	0	0	0	0	0.094517	0.069545	0.05044	0.038247	0.027118
8796-711	1.23766196635959E+018	194.72699574	41.41440865	STAR	16.788704	15.703211	15.366661	15.269075	15.229819	1	1	1	1	1	0.068108	0.050113	0.036346	0.02756	0.019541
8685-711	1.2376732857362E+018	51.17692802	19.02557439	STAR	15.871428	14.502192	13.971699	14.899922	13.681456	1	1	1	1	0	0.561233	0.41295	0.299506	0.227106	0.161021
8454-711	1.23765820342895E+018	155.73925078	45.13911655	STAR	18.364532	17.473892	17.19523	17.08349	17.081232	1	1	0	1	0	0.048441	0.035642	0.025851	0.019602	0.013898
8270-711	1.23767114094484E+018	177.31582871	1.23855112	STAR	17.589394	16.690449	16.417854	16.341082	16.317602	0	0	0	0	1	0.111907	0.08234	0.05972	0.045284	0.032107
8797-711	1.23766196743347E+018	195.26970967	42.0386001	STAR	16.816227	15.6436	15.254032	15.110485	15.063674	1	0	1	0	0	0.088109	0.064829	0.04702	0.035654	0.025279
8802-711	1.23766862569433E+018	178.98994833	18.62030378	STAR	16.967674	15.84604	15.75241	15.328729	15.283477	0	0	1	0	0	0.172769	0.127122	0.092199	0.069912	0.049569
8798-711	1.2376652283767E+018	178.25689361	33.50573805	STAR	16.942747	15.791896	15.378166	15.264471	15.228685	0	0	0	0	0	0.104288	0.076734	0.055654	0.042201	0.029921
8914-711	1.23766553225403E+018	226.76594408	21.53390046	STAR	16.882942	15.725724	15.325741	15.184592	15.155811	0	1	1	0	0	0.199644	0.146896	0.106541	0.080787	0.057279
8716-711	1.23766354797547E+018	122.27153987	52.19067662	STAR	17.876604	16.878271	16.530367	16.401888	16.338499	0	0.770801	1	1	1	0.238061	0.175163	0.127043	0.096333	0.068301
8717-711	1.23767429075586E+018	118.74155222	34.69364006	STAR	17.281097	16.359459	16.066048	15.914109	15.878306	0	0	1	1	1	0.259815	0.19117	0.138652	0.105136	0.074543
8239-711	1.23766353079298E+018	117.86040843	47.17597406	STAR	18.772394	17.721884	17.360003	17.210066	17.172667	1	0	1	0	1	0.349212	0.256947	0.186359	0.141311	0.100191
8724-711	1.23765119243276E+018	132.74505565	54.18540414	STAR	17.775253	16.822689	16.52865	16.395638	16.376457	1	0	1	0	1	0.130572	0.096073	0.06968	0.052837	0.037462
8714-711	1.23765127403104E+018	119.19310023	46.51829715	STAR	19.084394	18.07091	17.749748	17.620823	17.558718	0	1	0.997962	1	1	0.343547	0.252779	0.183336	0.139018	0.098566
8711-711	1.2376639157287E+018	120.17454698	51.14636494	STAR	18.461485	17.45117	17.111174	16.972227	16.897516	0	0	1	1	0	0.212104	0.156064	0.113191	0.085829	0.060854
8241-711	1.23766714232432E+018	127.02699696	18.43685708	STAR	16.110157	15.07892	14.805095	14.681714	14.657948	0	0	0.856198	0.915957	0.890963	0.192219	0.141433	0.102579	0.077783	0.055149
8712-711	1.23766378688256E+018	122.11592108	53.70067707	STAR	17.909266	16.913652	16.581568	16.436733	16.367607	1	1	1	1	1	0.231192	0.170109	0.123377	0.093553	0.06633
8720-711	1.23765149575971E+018	123.73515822	48.97388866	STAR	17.428972	16.428255	16.12435	16.006723	15.958549	1	0	1	1	0	0.251637	0.185152	0.134288	0.101826	0.072196
8894-711	1.2376677269757E+018	84.15575243	-2.2009443	STAR	17.10792	15.761672	15.270616	15.077191	14.974599	1	0	1	1	1	0.616971	0.453962	0.329251	0.249661	0.177013
8890-711	1.23765818838909E+018	85.99509952	0.4725458	STAR	17.636078	16.181284	15.619862	15.396258	15.260955	1	1	0	1	1	1.132996	0.833648	0.604631	0.458473	0.325063
8895-711	1.2376677269757E+018	84.15575243	-2.2009443	STAR	17.10792	15.761672	15.270616	15.077191	14.974599	1	0	1	1	1	0.616971	0.453962	0.329251	0.249661	0.177013
8924-711	1.23764872067062E+018	126.95379644	-0.4958229	STAR	16.369314	15.244834	14.934258	14.839876	14.841676	0	0	0	0	1	0.241571	0.177746	0.128916	0.097753	0.069308
8591-711	1.23766141660253E+018	214.70913889	53.00696135	STAR	17.075022	16.143625	15.851519	15.750847	15.743166	0	1	1	0	0	0.052912	0.038932	0.028237	0.021411	0.015181
8928-711	1.23766181280376E+018	166.37525271	11.90851105	STAR	17.529724	16.400282	16.045835	15.926941	15.887664	1	0	1	1	0	0.074032	0.054472	0.039508	0.029957	0.02124
8896-711	1.2376677269757E+018	84.15575243	-2.2009443	STAR	17.10792	15.761672	15.270616	15.077191	14.974599	1	0	1	1	1	0.616971	0.453962	0.329251	0.249661	0.177013
8925-711	1.23764872067062E+018	126.95379644	-0.4958229	STAR	16.369314	15.244834	14.934258	14.839876	14.841676	0	0	0	0	1	0.241571	0.177746	0.128916	0.097753	0.069308
8911-711	1.23765361211271E+018	145.91825888	55.03661753	STAR	16.877907	15.652884	15.252284	15.102841	15.096991	0	0	1	1	0	0.053951	0.039697	0.028791	0.021832	0.015479
8897-711	1.2376677269757E+018	84.15575243	-2.2009443	STAR	17.10792	15.761672	15.270616	15.077191	14.974599	1	0	1	1	1	0.616971	0.453962	0.329251	0.249661	0.177013
8592-711	1.23766138868138E+018	223.81262382	51.99475408	STAR	17.418005	16.520283	16.230244	16.122255	16.103745	1	0	0	0	1	0.166243	0.12232	0.088716	0.067271	0.047696
8926-711	1.23766725346021E+018	138.22907293	21.06480485	STAR	16.798157	15.693334	15.328416	15.199877	15.189527	1	1	0	0	1	0.170733	0.125624	0.091113	0.069088	0.048984
8916-711	1.23767126442154E+018	192.4676122	-3.24590661	STAR	16.740477	15.522957	15.145755	15.009409	14.991065	1	1	1	0	0	0.121824	0.089637	0.065012	0.049297	0.034952
8920-711	1.23765494837805E+018	242.03688675	51.68355296	STAR	17.804226	16.671059	16.316631	16.164581	16.133493	0	1	0	0	0	0.098576	0.072531	0.052606	0.039889	0.028282
8634-711	1.23766219828947E+018	241.02037961	6.32927408	STAR	17.84807	16.87686	16.623968	16.519913	16.49902	0	1	1	0	1	0.26531	0.195213	0.141585	0.107359	0.076119
8923-711	1.23767465583005E+018	222.78815621	-5.97194046	STAR	17.022675	15.69667	15.259989	15.102006	15.049708	0	0	0	0	0	0.325199	0.239279	0.173545	0.131594	0.093302
8635-711	1.23766223749081E+018	241.06902136	5.60095877	STAR	18.088432	17.090305	16.734838	16.606153	16.573477	0	0	0	0	1	0.308061	0.226669	0.164399	0.124659	0.088385
8891-711	1.23765818838909E+018	85.99509952	0.4725458	STAR	17.636078	16.181284	15.619862	15.396258	15.260955	1	1	0	1	1	1.132996	0.833648	0.604631	0.458473	0.325063
8930-711	1.23764872230378E+018	178.38449012	0.80492737	STAR	17.393934	16.342094	15.973956	15.838715	15.814871	0	0	1	0	0	0.104201	0.07667	0.055607	0.042165	0.029896
8640-711	1.23766223749081E+018	241.06902136	5.60095877	STAR	18.088432	17.090305	16.734838	16.606153	16.573477	0	0	0	0	1	0.308061	0.226669	0.164399	0.124659	0.088385
8929-711	1.23767126442154E+018	192.4676122	-3.24590661	STAR	16.740477	15.522957	15.145755	15.009409	14.991065	1	1	1	0	0	0.121824	0.089637	0.065012	0.049297	0.034952
8949-711	1.23766732272455E+018	196.3369639	26.66208696	STAR	16.839432	15.970308	15.753064	15.657718	15.665449	0	0	1	0	0	0.060558	0.044558	0.032317	0.024505	0.017374
8952-711	1.23766553170857E+018	205.7109176	25.95422593	STAR	16.552698	15.712461	15.468711	15.377099	15.328994	0	0	0	0	0	0.089091	0.065552	0.047544	0.036051	0.025561
8600-711	1.23765547235652E+018	245.9069948	42.02142665	STAR	17.901056	16.987038	16.732769	16.639761	16.628647	1	0	1	1	1	0.038272	0.02816	0.020424	0.015487	0.01098
8934-711	1.23766732379829E+018	196.39172366	27.49543692	STAR	18.170431	17.194719	16.890896	16.768066	16.758339	1	1	1	1	1	0.052247	0.038443	0.027882	0.021142	0.01499
8333-711	1.23766143378142E+018	216.46289797	42.3836352	STAR	17.431067	16.495718	16.278868	16.201347	16.18828	0	0	0	0	1	0.05722	0.042102	0.030536	0.023154	0.016417
8547-711	1.23766138814333E+018	219.55105446	53.07093455	STAR	17.468149	16.547855	16.265215	16.15992	16.136181	0	1	0	0	0	0.042564	0.031318	0.022715	0.017224	0.012212
8972-711	1.2376712617349E+018	131.89764815	11.01950376	STAR	16.748043	15.387144	14.929486	15.535661	14.73102	1	1	0	1	1	0.211766	0.155816	0.113011	0.085692	0.060757
8979-711	1.23765932977737E+018	244.31627995	40.89683853	STAR	17.580605	16.580006	16.298216	16.182777	16.176983	0	1	1	1	1	0.041848	0.030791	0.022333	0.016934	0.012006
8973-711	1.23767112429601E+018	131.55922069	10.76617763	STAR	16.927803	15.573809	15.138411	15.003983	14.963887	0	1	0.730478	0	1	0.237302	0.174605	0.126638	0.096026	0.068083
8962-711	1.23765536875892E+018	218.61800023	56.8467994	STAR	17.760725	16.692621	16.335688	16.212839	16.158333	0	1	1	1	0	0.082515	0.060714	0.044035	0.03339	0.023674
8963-711	1.23765536875885E+018	218.35732284	56.90352076	STAR	16.992401	15.807716	15.409997	15.278847	15.261352	0	1	1	0	0	0.085787	0.063121	0.045781	0.034714	0.024613
8595-711	1.23765912039811E+018	220.03236279	50.0343893	STAR	16.513344	15.536838	15.232067	15.112853	15.078879	0	0	0.522736	0	1	0.124047	0.091273	0.066199	0.050196	0.03559
8964-711	1.23765536875885E+018	218.35732284	56.90352076	STAR	16.992401	15.807716	15.409997	15.278847	15.261352	0	1	1	0	0	0.085787	0.063121	0.045781	0.034714	0.024613
8816-711	1.2376652283767E+018	178.25689361	33.50573805	STAR	16.942747	15.791896	15.378166	15.264471	15.228685	0	0	0	0	0	0.104288	0.076734	0.055654	0.042201	0.029921
8799-711	1.23766512746732E+018	177.1207212	33.90403123	STAR	17.632328	16.610521	16.287733	16.151739	16.152254	0	1	0	1	0	0.094643	0.069637	0.050507	0.038298	0.027154
